10 4.331123e+08 1.442527e+09
20 2.266613e+09 4.399323e+09
30 3.570324e+09 4.924863e+09
40 5.269509e+09 6.354408e+09
50 5.556218e+09 6.253981e+09
60 6.443149e+09 6.917691e+09
70 6.281588e+09 6.680971e+09
80 6.942394e+09 7.231014e+09
90 6.740272e+09 6.993003e+09
100 7.113240e+09 7.392408e+09
110 7.038240e+09 7.179939e+09
120 7.417747e+09 7.546896e+09
130 7.238261e+09 7.382338e+09
140 7.547664e+09 7.654405e+09
150 7.407105e+09 7.500855e+09
160 7.603144e+09 7.690258e+09
170 7.520611e+09 7.607150e+09
180 7.765235e+09 7.825537e+09
190 7.619905e+09 7.688658e+09
200 7.829491e+09 7.880014e+09
210 7.699882e+09 7.758596e+09
220 7.866229e+09 7.904250e+09
230 7.747179e+09 7.793624e+09
240 7.908757e+09 7.950497e+09
250 7.799026e+09 7.842640e+09
260 7.890049e+09 7.916615e+09
270 7.794757e+09 7.821756e+09
280 7.927615e+09 7.945968e+09
290 7.841149e+09 7.861645e+09
300 7.963360e+09 7.979556e+09
310 7.862979e+09 7.885662e+09
320 7.991809e+09 8.016188e+09
330 7.894158e+09 7.914997e+09
340 8.015482e+09 8.026200e+09
350 7.932338e+09 7.950513e+09
360 8.038927e+09 8.048100e+09
370 7.954485e+09 7.965946e+09
380 8.055356e+09 8.062247e+09
390 7.810867e+09 7.841088e+09
400 7.906546e+09 7.944221e+09
410 7.845934e+09 7.880213e+09
420 7.931012e+09 7.969033e+09
430 7.875529e+09 7.902356e+09
440 7.952188e+09 7.989256e+09
450 7.898436e+09 7.926714e+09
460 7.974168e+09 8.004521e+09
470 7.914736e+09 7.936699e+09
480 7.988304e+09 8.021796e+09
490 7.936459e+09 7.963100e+09
500 8.004439e+09 8.029733e+09
510 7.945032e+09 7.964763e+09
520 8.013481e+09 8.044655e+09
530 7.968500e+09 7.996129e+09
540 8.032017e+09 8.052119e+09
550 7.984829e+09 8.001603e+09
560 8.050621e+09 8.072077e+09
570 8.003685e+09 8.022717e+09
580 8.058598e+09 8.069875e+09
590 8.011443e+09 8.024198e+09
600 8.065752e+09 8.077288e+09
610 8.021553e+09 8.033055e+09
620 8.078647e+09 8.084165e+09
630 8.023529e+09 8.032422e+09
640 8.083812e+09 8.093680e+09
650 8.011856e+09 8.029224e+09
660 8.068341e+09 8.067699e+09
670 8.021043e+09 8.026870e+09
680 8.068393e+09 8.076802e+09
690 8.026633e+09 8.041742e+09
700 8.082814e+09 8.081369e+09
710 8.035212e+09 8.046373e+09
720 8.087647e+09 8.095378e+09
730 8.042014e+09 8.057662e+09
740 8.095126e+09 8.090565e+09
750 8.047705e+09 8.052403e+09
760 8.099977e+09 8.102289e+09
770 7.971753e+09 7.986694e+09
780 8.021863e+09 8.026256e+09
790 7.983386e+09 7.999863e+09
800 8.028702e+09 8.041712e+09
810 7.992446e+09 8.010767e+09
820 8.040352e+09 8.043921e+09
830 7.999755e+09 8.013110e+09
840 8.045987e+09 8.061455e+09
850 8.007530e+09 8.026290e+09
860 8.055456e+09 8.058070e+09
870 8.019440e+09 8.031234e+09
880 8.067617e+09 8.077776e+09
890 8.028677e+09 8.044871e+09
900 8.071586e+09 8.073182e+09
910 8.038888e+09 8.048873e+09
920 8.085146e+09 8.092179e+09
930 8.045163e+09 8.059663e+09
940 8.087016e+09 8.085913e+09
950 8.056198e+09 8.064407e+09
960 8.101182e+09 8.108215e+09
970 8.061687e+09 8.078417e+09
980 8.105861e+09 8.106383e+09
990 8.073390e+09 8.081811e+09
1000 8.114077e+09 8.119796e+09
